Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
ARM,"Arm Holdings Plc ADR",333.2,10.3,+3.19%,47.51%,70%,120474,37.8%,62.2%,0.60685561853951
WFC,"Wells Fargo & Company",83.15,-3.39,-3.92%,44.83%,72%,117922,52.9%,47.1%,1.1227700671455
DELL,"Dell Technologies",548.92,-26.39,-4.59%,43.23%,59%,116113,45.4%,54.6%,0.83007864832065
NOK,"Nokia Corp ADR",10.82,-0.12,-1.10%,43.14%,62%,115571,23.0%,77.0%,0.29952885880382
JPM,"JP Morgan Chase & Company",340,-12.04,-3.42%,43.26%,69%,114678,36.3%,63.7%,0.56989924433249
QCOM,"Qualcomm Inc",198.27,4.04,+2.08%,43.54%,74%,113924,29.6%,70.4%,0.42110121497892
ONDS,"Ondas Inc",7.72,0.34,+4.61%,3.07%,5%,108323,24.0%,76.0%,0.31600495674993
BB,"Blackberry Ltd",8.62,0.09,+1.06%,35.23%,83%,105196,13.6%,86.4%,0.15760283469419
ONON,"On Holding Ag Cl A",29.39,2.07,+7.58%,24.78%,34%,102666,23.6%,76.4%,0.30834713903403
CSCO,"Cisco Systems Inc",106.44,-5.02,-4.50%,43.06%,63%,102423,27.4%,72.6%,0.37811654848562
TSM,"Taiwan Semiconductor ADR",452,6.86,+1.54%,6.48%,9%,100909,53.6%,46.4%,1.1537361535014
NVO,"Novo Nordisk A/S ADR",39.4,-0.4,-1.01%,9.64%,8%,96000,35.8%,64.2%,0.55682407887909
NRG,"NRG Energy",102.75,-0.53,-0.51%,52.03%,57%,93494,4.8%,95.2%,0.050895847851988
PYPL,"Paypal Holdings",52.89,0.27,+0.51%,25.73%,35%,90397,14.4%,85.6%,0.16822176272939
PSKY,"Paramount Skydance Corp Cl B",10.11,0.2,+2.02%,25.94%,76%,90299,39.6%,60.4%,0.65664960463794
RIVN,"Rivian Automotive Cl A",15.14,-0.22,-1.43%,21.48%,16%,89953,50.9%,49.1%,1.0357344920452
BA,"Boeing Company",197.72,-3.43,-1.71%,41.77%,34%,86464,26.0%,74.0%,0.35146456594454
WULF,"Terawulf Inc",17.33,-0.12,-0.69%,7.01%,4%,84751,20.1%,79.9%,0.25102959628017
ET,"Energy Transfer LP",20.4,-0.5,-2.39%,39.34%,36%,84308,9.1%,90.9%,0.10042550969797
PFE,"Pfizer Inc",27.93,0.19,+0.68%,23.79%,28%,80829,17.6%,82.4%,0.21392205451678
BE,"Bloom Energy Corp Cl A",276.53,3.64,+1.33%,1.88%,3%,80787,48.5%,51.5%,0.94222863324919
F,"Ford Motor Company",13.1,-0.07,-0.53%,40.76%,44%,80153,45.4%,54.6%,0.83064589804495
NOW,"Servicenow Inc",137,-0.68,-0.49%,52.15%,62%,77009,30.7%,69.3%,0.4438736289491
CRM,"Salesforce Inc",233.28,-3.14,-1.33%,41.81%,28%,75073,38.3%,61.7%,0.62176232961051
SCHW,"The Charles Schwab Corp",100.35,-6.53,-6.11%,59.00%,75%,70196,66.8%,33.2%,2.0098619329389
VZ,"Verizon Communications",46.45,-1.23,-2.58%,58.74%,73%,65320,42.6%,57.4%,0.74354046551356
PEP,"Pepsico Inc",131.19,1.6,+1.23%,53.51%,66%,64723,10.4%,89.6%,0.1163949978439
SOUN,"Soundhound AI Inc Cl A",6.12,-0.05,-0.81%,6.40%,6%,62221,41.0%,59.0%,0.69631952017448
CRWD,"Crowdstrike Holdings",250.06,0.71,+0.28%,54.80%,66%,61517,45.8%,54.2%,0.84530701622821
ADBE,"Adobe Systems Inc",238.25,-11.27,-4.52%,44.02%,39%,59764,49.9%,50.1%,0.99532585470085
FSLY,"Fastly Inc",26.08,-1.34,-4.89%,32.59%,59%,56199,26.1%,73.9%,0.35357306293504
NUAI,"New Era Energy & Digital Inc",6.97,-0.68,-8.89%,5.23%,2%,55315,50.7%,49.3%,1.0299827516606
CRCL,"Circle Internet Group Cl A",94.59,0.1,+0.11%,30.25%,21%,53500,30.3%,69.7%,0.43385506003431
C,"Citigroup Inc",132.47,-2.58,-1.91%,35.84%,67%,53382,50.0%,50.0%,1.0001498744801
CCL,"Carnival Corporation Ltd",22.28,-0.03,-0.13%,43.37%,61%,53367,25.6%,74.4%,0.34425692695214
AAOI,"Applied Optoelect",107,-1.67,-1.54%,14.70%,10%,52710,24.3%,75.7%,0.32068853198366
CVX,"Chevron Corp",202.41,-1.26,-0.62%,63.41%,61%,52215,29.9%,70.1%,0.42683426697636
TTD,"Trade Desk Inc",13.18,-0.7,-5.04%,39.96%,40%,51141,25.3%,74.7%,0.33915525413077
IBRX,"Immunitybio Inc",9.29,0.84,+9.94%,33.75%,50%,50951,8.7%,91.3%,0.094990436483205
EOSE,"Eos Energy Enterprises Inc",4.06,-0.01,-0.25%,8.36%,12%,50863,32.7%,67.3%,0.48483433075463
NVTS,"Navitas Semiconductor Corp",12.46,0.3,+2.47%,7.72%,9%,50728,15.1%,84.9%,0.1776942006779
DAL,"Delta Air Lines Inc",83.92,1.42,+1.72%,42.99%,71%,50289,21.8%,78.2%,0.27935789152335
XOM,"Exxonmobil Holdings Corp",158.71,0.41,+0.26%,62.71%,62%,49951,44.5%,55.5%,0.80178912816073
DKNG,"Draftkings Inc",21.8,-0.17,-0.77%,49.65%,55%,48129,23.7%,76.3%,0.31063122923588
RIOT,"Riot Platforms Inc",24.93,0.75,+3.10%,23.75%,16%,46982,25.5%,74.5%,0.34149962880475
NIO,"Nio Inc ADR",3.72,0.05,+1.36%,2.60%,1%,46050,6.3%,93.7%,0.067405312688332
MRK,"Merck & Company",150.91,1.41,+0.94%,53.23%,50%,44818,13.6%,86.4%,0.15748966942149
APH,"Amphenol Corp",82.84,2.12,+2.63%,24.34%,31%,44244,87.2%,12.8%,6.8017986245812
FIGR,"Figure Technology Solutions Inc Cl A",37.11,1.82,+5.16%,7.28%,6%,44123,40.0%,60.0%,0.667977167051
EXE,"Expand Energy Corporation",87.03,-0.62,-0.71%,34.03%,42%,44024,90.8%,9.2%,9.8970297029703
ACHR,"Archer Aviation Inc",5.69,0.26,+4.79%,12.82%,9%,43924,9.9%,90.1%,0.11017313281941
FIG,"Figma Cl A",21.8,-0.53,-2.37%,31.57%,18%,43919,26.2%,73.8%,0.35556652983117
KO,"Coca-Cola Company",88.61,1.49,+1.71%,55.48%,51%,43703,32.1%,67.9%,0.47272114574558
PANW,"Palo Alto Networks",374.57,2.81,+0.76%,52.63%,75%,43068,38.8%,61.2%,0.63346734430706
XYZ,"Block Inc",77.53,-0.38,-0.49%,18.83%,19%,42433,57.5%,42.5%,1.3519011196098
GLXY,"Galaxy Digital Holdings",27.17,1.1,+4.22%,26.28%,19%,41987,66.1%,33.9%,1.9479042336586
ABUS,"Arbutus Biopharma Corp",5.01,0.01,+0.20%,6.43%,8%,41652,50.0%,50.0%,1.0005763688761
USAR,"USA Rare Earth Inc",16.99,0.21,+1.25%,3.74%,2%,41288,31.0%,69.0%,0.44905766328572
WMB,"Williams Companies",70.98,-0.67,-0.94%,74.04%,76%,41281,89.1%,10.9%,8.1471305118546
NICE,"Nice Ltd ADR",118.29,3.75,+3.27%,69.06%,54%,40935,0.4%,99.6%,0.0040963500784929
MCD,"McDonald's Corp",250.35,2.47,+1.00%,57.40%,74%,40838,35.3%,64.7%,0.54513810064321
BULL,"Webull Corp Cl A",8.09,-0.16,-1.94%,14.46%,13%,40119,16.9%,83.1%,0.20300458784371
TMC,"Tmc The Metals Company",4.41,0.27,+6.52%,9.67%,5%,39744,2.8%,97.2%,0.029050800062141
FCX,"Freeport-Mcmoran Inc",74.35,2.19,+3.03%,46.57%,36%,39552,35.5%,64.5%,0.5511804847439
ALAB,"Astera Labs Inc",363.46,22.72,+6.67%,27.08%,38%,39489,43.1%,56.9%,0.75889715380161
HL,"Hecla Mining Company",19.03,0.68,+3.71%,1.16%,1%,39475,28.3%,71.7%,0.39546804298643
GEO,"Geo Group Inc",29.74,-0.51,-1.69%,27.04%,28%,38835,6.0%,94.0%,0.063972602739726
CLF,"Cleveland-Cliffs Inc",12.53,0.46,+3.81%,28.23%,25%,38444,20.2%,79.8%,0.25261477306051
UNH,"Unitedhealth Group",372.95,-4.61,-1.22%,53.36%,80%,38424,46.2%,53.8%,0.8595557276291
QXO,"Qxo Inc",12.78,0.58,+4.75%,57.12%,66%,38206,24.8%,75.2%,0.32941299279724
BKNG,"Booking Holdings",164.22,-4.3,-2.55%,41.65%,69%,38145,36.8%,63.2%,0.58159880587113
HD,"Home Depot",305.35,8.15,+2.74%,48.43%,43%,38021,23.1%,76.9%,0.30119780971937
OKLO,"Oklo Inc",40.45,0.27,+0.67%,5.73%,4%,37745,26.3%,73.7%,0.35719679263601
LLY,"Eli Lilly and Company",1170.14,5.25,+0.45%,32.68%,34%,37238,40.6%,59.4%,0.6821610877716
POET,"Poet Technologies Inc",8.17,-0.24,-2.85%,4.50%,6%,37139,12.6%,87.4%,0.14464032546385
OPEN,"Opendoor Technologies Inc",2.76,0.08,+2.99%,13.25%,16%,36870,13.6%,86.4%,0.15754112771569
WDC,"Western Digital Corp",464.6,16.43,+3.67%,30.12%,31%,36809,40.4%,59.6%,0.67679482507289
HPE,"Hewlett Packard Enterprise",61.03,-0.72,-1.17%,34.90%,70%,36676,35.8%,64.2%,0.5582274716404
APLD,"Applied Digital Corp",28.54,0.35,+1.24%,15.57%,10%,36654,26.9%,73.1%,0.36799283421662
LITE,"Lumentum Holdings",945.67,-8.82,-0.92%,24.84%,13%,36640,53.7%,46.3%,1.1610144500147
JBLU,"Jetblue Airways Corp",4.55,-0.02,-0.44%,27.87%,29%,36359,41.7%,58.3%,0.71480450879593
VALE,"Vale S.A. ADR",14.19,0.04,+0.28%,17.29%,51%,35983,33.1%,66.9%,0.49424857771687
IBM,"Intl Business Machines",231.38,-0.55,-0.24%,35.94%,49%,35813,25.5%,74.5%,0.34271895620876
IONQ,"Ionq Inc",40.74,0.23,+0.57%,4.75%,3%,35670,30.7%,69.3%,0.44301953962539
SMR,"Nuscale Power Corp",8.89,0.1,+1.14%,6.51%,7%,35121,29.2%,70.8%,0.4130924599662
RDDT,"Reddit Cl A",155.67,-3.06,-1.93%,15.66%,18%,34927,46.8%,53.2%,0.88032301480485
LUV,"Southwest Airlines Company",42.08,0.31,+0.74%,31.55%,34%,34792,6.9%,93.1%,0.073562083436189
T,"AT&T Inc",25.1,-0.35,-1.38%,41.00%,53%,34751,38.5%,61.5%,0.62661486612994
SNAP,"Snap Inc",5.62,-0.08,-1.40%,27.95%,37%,34217,10.6%,89.4%,0.11889735456656
CRML,"Critical Metals Corp",8.54,-0.79,-8.47%,13.41%,25%,33993,23.7%,76.3%,0.3109020091782
VLO,"Valero Energy Corp",377.14,-16.13,-4.10%,100.00%,100%,33892,73.0%,27.0%,2.7020207536865
CLSK,"Cleanspark Inc",15.14,0.38,+2.57%,3.57%,3%,33655,28.7%,71.3%,0.40199958342012
AMAT,"Applied Materials",472.46,8.22,+1.77%,31.80%,51%,33532,44.3%,55.7%,0.79382656609426
LRCX,"Lam Research Corp",310.96,8.68,+2.87%,29.70%,37%,33347,43.8%,56.2%,0.78050082759357
RGTI,"Rigetti Computing Inc",16.52,-0.01,-0.06%,7.16%,8%,33187,25.2%,74.8%,0.33732269503546
CRDO,"Credo Technology Group Holding",192.56,5.29,+2.82%,10.71%,4%,33089,37.6%,62.4%,0.60136475826356
NCLH,"Norwegian Cruise Ord",14.22,-0.02,-0.14%,43.16%,37%,32837,13.0%,87.0%,0.14907093116842
HPQ,"HP Inc",32.04,-0.91,-2.76%,59.01%,69%,32664,76.4%,23.6%,3.2453860150767
SNOW,"Snowflake Cl A",336.59,-2.8,-0.83%,27.47%,24%,32180,28.3%,71.7%,0.39440159459225
PURR,"Hyperliquid Strategies Inc",13.95,0.4,+2.95%,4.65%,14%,31961,7.3%,92.7%,0.079070866673419
JD,"Jd.com Inc ADR",27.38,0.1,+0.37%,21.38%,22%,31774,36.1%,63.9%,0.56545302261418
XPEV,"Xpeng Inc ADR",10.48,0.01,+0.10%,28.80%,17%,31147,26.5%,73.5%,0.35977473151139
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",20.76,0.13,+0.63%,19.34%,94%,30699,39.3%,60.7%,0.64632380543787
GFL,"Gfl Environmental Inc",42.34,-0.42,-0.98%,100.00%,100%,30575,6.8%,93.2%,0.072543585785947
CVNA,"Carvana Company Cl A",65.4,-1.78,-2.65%,25.60%,29%,30482,46.9%,53.1%,0.8816049382716
ASST,"Strive Inc",29.35,-0.98,-3.23%,1.60%,6%,30377,22.1%,77.9%,0.28389687235841
RKT,"Rocket Companies Cl A",12.74,0.38,+3.07%,35.23%,29%,30358,22.7%,77.3%,0.29326062878078
GS,"Goldman Sachs Group",949.49,-9.9,-1.03%,43.52%,67%,30134,52.6%,47.4%,1.1094854742737
COST,"Costco Wholesale",899.41,0.93,+0.10%,50.78%,67%,30021,45.3%,54.7%,0.82698393378773
PATH,"Uipath Inc Cl A",13.25,-0.34,-2.50%,22.80%,14%,29977,32.0%,68.0%,0.46996518413181
CCJ,"Cameco Corp",94.59,1.36,+1.46%,17.64%,14%,29775,68.7%,31.3%,2.1974871134021
RXRX,"Recursion Pharmaceuticals Inc Cl A",4.05,0.08,+2.02%,17.15%,49%,29590,4.2%,95.8%,0.044328368744265
XP,"XP Inc Cl A",21.21,0.43,+2.07%,19.20%,81%,29509,5.7%,94.3%,0.060711718188354
PDD,"Pdd Holdings Inc",80.35,1.06,+1.33%,34.97%,26%,28807,39.2%,60.8%,0.64414131613492
ON,"On Semiconductor",73.6,1.88,+2.62%,27.98%,48%,28452,16.2%,83.8%,0.19335626205855
BIDU,"Baidu Inc ADR",92.43,0.22,+0.24%,20.63%,15%,28411,23.9%,76.1%,0.31483709737134
LULU,"Lululemon Athletica",103.73,2.43,+2.40%,14.52%,14%,28285,48.5%,51.5%,0.94091813627942
INOD,"Innodata Inc",69.97,8.92,+14.61%,35.91%,37%,27716,11.8%,88.2%,0.13394975861222
CELH,"Celsius Holdings Inc",29.39,1.36,+4.87%,33.20%,32%,27588,22.4%,77.6%,0.28837622005324
OSCR,"Oscar Health Inc Cl A",30.67,-0.62,-1.98%,25.32%,39%,27490,55.3%,44.7%,1.2349593495935
MP,"MP Materials Corp",51.04,1.04,+2.08%,8.96%,4%,27125,45.0%,55.0%,0.81973701865021
V,"Visa Inc",362.04,-7.91,-2.14%,33.82%,27%,27003,44.0%,56.0%,0.78697637482629
AXTI,"Axt Inc",77.79,-2.14,-2.68%,8.88%,6%,26599,30.6%,69.4%,0.44035306221909
PTON,"Peloton Interactive Inc",5.02,0.07,+1.41%,18.67%,14%,26268,5.7%,94.3%,0.060947534229977
NEM,"Newmont Mining",127.26,4.21,+3.42%,16.83%,27%,26041,34.2%,65.8%,0.51913429004784
COHR,"Coherent Corp",310.39,-11.13,-3.46%,37.59%,32%,25992,54.7%,45.3%,1.2092647683808
QBTS,"D-Wave Quantum Inc",17.56,-0.14,-0.79%,4.40%,4%,25832,25.7%,74.3%,0.34499635530563
B,"Barrick Mining Corp",43.88,1.19,+2.79%,25.37%,7%,25078,17.3%,82.7%,0.20980269188094
KEEL,"Keel Infrastructure Corp",4.15,0.08,+1.97%,22.83%,6%,24976,12.6%,87.4%,0.1441660176829
CMCSA,"Comcast Corp A",22.42,-0.51,-2.22%,46.97%,63%,24963,49.0%,51.0%,0.96265429672144
VG,"Venture Global Inc Cl A",12.91,-0.75,-5.49%,10.64%,12%,24612,36.6%,63.4%,0.57658061623214
SBET,"Sharplink Inc",10.23,0.25,+2.51%,27.28%,14%,24596,13.8%,86.2%,0.16007923780775
AG,"First Majestic Silver",20.32,1.01,+5.23%,3.02%,2%,24437,21.5%,78.5%,0.27448628350892
STX,"Seagate Technology",919.84,42.52,+4.85%,33.39%,39%,24011,50.5%,49.5%,1.0189186916674
UPS,"United Parcel Service",95.87,1.12,+1.18%,25.20%,36%,23548,41.8%,58.2%,0.71732788798133
UAL,"United Airlines Holdings",115.21,0.82,+0.72%,38.51%,58%,23515,30.9%,69.1%,0.4476114257572
APP,"Applovin Corp Cl A",328.73,-1.44,-0.44%,20.90%,25%,23062,34.4%,65.6%,0.52526455026455
ABVX,"Abivax Sa ADR",98.29,-5.16,-4.99%,15.72%,19%,22793,36.4%,63.6%,0.57236479028698
CPRI,"Capri Holdings Ltd",15.19,0.88,+6.15%,68.15%,88%,22741,2.5%,97.5%,0.02607950187249
MDB,"Mongodb Inc Cl A",427.69,20.39,+5.01%,37.08%,38%,22712,35.9%,64.1%,0.56096219931271
KLAR,"Klarna Group Plc",13.67,-0.01,-0.07%,9.01%,8%,22593,53.2%,46.8%,1.1366559485531
LUNR,"Intuitive Machines Inc",16.24,0.52,+3.31%,11.66%,8%,22551,27.1%,72.9%,0.37154847342172
INTU,"Intuit Inc",292.35,-11.77,-3.87%,55.60%,51%,22348,62.7%,37.3%,1.681867274691
RCL,"Royal Caribbean Cruises Ltd",234.89,-15.36,-6.14%,35.64%,46%,22233,31.6%,68.4%,0.46106328448446
OXY,"Occidental Petroleum",56.31,-0.94,-1.64%,45.28%,41%,22159,35.0%,65.0%,0.53796501943365
BSX,"Boston Scientific Corp",44.92,1.2,+2.74%,54.53%,72%,21943,30.8%,69.2%,0.44542520255583
DGXX,"Digi Power X Inc",4.36,0,0.00%,3.65%,7%,21737,6.6%,93.4%,0.070577226162333
TE,"T1 Energy Inc",4.36,-0.09,-2.02%,4.32%,5%,21559,10.3%,89.7%,0.11444817782373
MS,"Morgan Stanley",200.18,-5.94,-2.88%,50.67%,74%,20706,48.4%,51.6%,0.93713163064833
TEM,"Tempus AI Cl A",77.19,-0.84,-1.08%,46.04%,58%,20601,34.9%,65.1%,0.53727333781061
FRO,"Frontline Plc",47.92,-1.89,-3.79%,39.37%,47%,20476,76.1%,23.9%,3.1890343698854
CBRS,"Cerebras Systems Cl A",212.41,3.92,+1.88%,12.31%,15%,20136,36.1%,63.9%,0.56383970177074
GLND,"Greenland Energy Company",2.51,-0.37,-12.85%,19.83%,42%,20099,32.4%,67.6%,0.47873749264273
AFRM,"Affirm Holdings Inc Cl A",71.77,0.72,+1.01%,18.67%,11%,19909,25.4%,74.6%,0.34040261226688
CMG,"Chipotle Mexican Grill",32.63,-0.51,-1.54%,35.44%,51%,19906,33.3%,66.7%,0.49996232386406
NEE,"Nextera Energy",79.26,-0.37,-0.46%,13.80%,11%,19830,54.9%,45.1%,1.215394927941
BFLY,"Butterfly Network Inc",9.93,1.79,+21.99%,20.60%,25%,19665,14.8%,85.2%,0.1743804120633
XNDU,"Xanadu Quantum Technologies Cl B",5.78,-1.59,-21.57%,13.83%,10%,18905,50.4%,49.6%,1.0154584221748
RDW,"Redwire Corp",11.76,0.16,+1.38%,13.95%,15%,18763,25.8%,74.2%,0.34752944556162
ZS,"Zscaler Inc",210.18,3.05,+1.47%,44.46%,41%,18760,40.1%,59.9%,0.66814867508447
SLS,"Sellas Life Sciences Group Inc",12.02,0.65,+5.72%,37.44%,57%,18750,27.2%,72.8%,0.37443190148072
NET,"Cloudflare Inc Cl A",353,1.33,+0.38%,43.08%,44%,18605,43.5%,56.5%,0.76836802585306
HUT,"Hut 8 Corp",106.61,3.19,+3.08%,9.04%,10%,18596,30.8%,69.2%,0.44457391439447
LOW,"Lowe's Companies",196.08,5.1,+2.67%,43.80%,42%,18574,75.2%,24.8%,3.0281934504446
AXP,"American Express Company",305.07,-8.52,-2.72%,24.62%,31%,18562,65.5%,34.5%,1.9003125
FRMI,"Fermi Inc",5.14,0.08,+1.58%,8.50%,6%,18502,23.9%,76.1%,0.31331629755821
LCID,"Lucid Group Inc",4.32,0.02,+0.47%,24.68%,69%,18495,38.0%,62.0%,0.6135927412319
AA,"Alcoa Corp",44.71,0.07,+0.16%,23.70%,26%,18462,36.6%,63.4%,0.57848837209302
VRT,"Vertiv Holdings",253.46,2.6,+1.04%,19.11%,18%,18394,53.5%,46.5%,1.1500876680304
CYPH,"Cypherpunk Technologies Inc",3.73,0.33,+9.71%,4.83%,9%,18353,19.6%,80.4%,0.24359669331888
COP,Conocophillips,125.27,-2.26,-1.77%,47.46%,44%,18159,62.4%,37.6%,1.6563779988297
SRAD,"Sportradar Group Ag Cl A",13.6,1.06,+8.45%,52.29%,82%,17978,0.9%,99.1%,0.0085834502103787
MGM,"MGM Resorts International",38.9,0.17,+0.44%,98.98%,99%,17973,7.0%,93.0%,0.075712233660522
ZETA,"Zeta Global Holdings Corp Cl A",30.13,-1.02,-3.27%,34.11%,30%,17830,23.0%,77.0%,0.29804892253931
LYFT,"Lyft Inc Cl A",14.9,-0.37,-2.42%,18.00%,16%,17785,23.7%,76.3%,0.31119138897081
GIS,"General Mills",35.45,0.04,+0.11%,74.52%,84%,17774,36.3%,63.7%,0.56930955324033
UUUU,"Energy Fuels Inc",12.14,-0.16,-1.30%,0.00%,0%,17567,26.6%,73.4%,0.36283941039566
FSLR,"First Solar Inc",200.78,0.94,+0.47%,15.98%,20%,17530,46.3%,53.7%,0.86271384549995
KVYO,"Klaviyo Inc Series A",15.87,0.05,+0.32%,44.36%,40%,17410,0.7%,99.3%,0.0071151732515763
BTDR,"Bitdeer Technologies Group",13.1,-0.04,-0.30%,18.15%,8%,17288,31.4%,68.6%,0.45804166315257
CHTR,"Charter Communications",117.26,-6.09,-4.94%,35.53%,58%,17213,41.0%,59.0%,0.69552797478329
SPCE,"Virgin Galactic Holdings Inc",3.32,0.01,+0.30%,3.81%,8%,17035,38.4%,61.6%,0.62377275760175
DIS,"Walt Disney Company",103.82,-0.41,-0.39%,31.84%,42%,16865,38.7%,61.3%,0.63214942417497
KHC,"Kraft Heinz Company",24,-0.37,-1.52%,47.16%,39%,16744,34.6%,65.4%,0.52843450479233
ANET,"Arista Networks Inc",205.19,-0.23,-0.11%,24.29%,30%,16735,34.0%,66.0%,0.51557688824488
FISV,"Fiserv Inc",46.1,-0.37,-0.80%,23.83%,39%,16728,60.6%,39.4%,1.5410906881361
CORZ,"Core Scientific Inc",18.79,0.43,+2.34%,8.56%,8%,16575,20.9%,79.1%,0.26343471301166
MDT,"Medtronic Inc",90.77,-0.98,-1.07%,72.34%,94%,16567,34.1%,65.9%,0.51754144911606
